user_id,user_journey
329682,Other-Homepage-Career tracks-Homepage-Homepage-Pricing-Coupon
330072,Other-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Courses-Checkout
330572,Other-Homepage-Pricing-Checkout-Homepage-Homepage-Homepage-Homepage-Checkout
330590,Homepage-Homepage-Other-Checkout
331693,Other-Homepage-Homepage-Homepage-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
333415,Other-Homepage-Homepage-Checkout-Checkout
334108,Other-Homepage-Other-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Checkout-Checkout-Checkout-Homepage-Checkout
335237,Other-Homepage-Homepage-Homepage-Homepage-Checkout
335407,Homepage-Other-Other-Pricing-Pricing-Other-Other-Course certificate-Courses-Upcoming courses-Courses-Other-Other-Checkout-Checkout
335698,Other-Resources center-Resources center-Other-Homepage-Other-Resources center-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
336819,Other-Homepage-Pricing-Career track certificate-Course certificate-Courses-Course certificate-Coupon-Checkout-Checkout-Checkout
337006,Other-Coupon-Coupon
337895,Homepage-Course certificate-Career track certificate-Courses-Courses-Other-Homepage-Career tracks-Other-Resources center-Resources center-Resources center-Other-Success stories-Homepage-Checkout-Checkout
338124,Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Career tracks-Courses-Homepage-Career tracks-Homepage-Career tracks-Career track certificate-Other-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Homepage-Checkout-Homepage-Checkout-Homepage-Checkout-Checkout
338181,Other-Courses-Pricing-Resources center-Courses-Checkout
338212,Homepage-Other-Homepage-Checkout-Checkout-Checkout
338632,Courses-Other-Other-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Courses-Homepage-Other-Homepage-Homepage-Homepage-Pricing-Homepage-Pricing-Courses-Resources center-Other-Homepage-Checkout
338845,Other-Coupon
339582,Other-Homepage-Homepage-Homepage-Homepage-Homepage-Courses-Career tracks-Courses-Courses-Course certificate-Career track certificate-Career tracks-Checkout-Courses-Career tracks-Courses-Career tracks-Courses-Courses-Pricing-Course certificate-Courses-Career tracks-Courses-Career track certificate-Courses-Courses-Career track certificate-Career tracks-Courses-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Checkout-Checkout
339958,Other-Homepage-Pricing-Pricing-Checkout
341430,Other-Other-Courses-Other-Checkout-Checkout-Checkout-Homepage-Other-Other-Checkout-Checkout-Checkout-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
342288,Other-Resources center-Other-Homepage-Checkout-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
343619,Homepage-Pricing-Checkout-Homepage-Pricing-Homepage-Pricing-Homepage-Homepage-Pricing-Coupon
344014,Other-Resources center-Other-Blog-Other-Resources center-Other-Other-Checkout
344040,Other-Coupon-Coupon-Coupon-Coupon-Coupon
344695,Other-Other-Homepage-Pricing-Course certificate-Other-Homepage-Pricing-Homepage-Homepage-Homepage-Checkout
345171,Homepage-Career tracks-Courses-Courses-Courses-Homepage-Pricing-Homepage-Career tracks-Checkout-Homepage-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Checkout-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Homepage-Career tracks-Checkout-Homepage-Pricing-Checkout-Pricing-Other-Homepage-Pricing-Checkout
345439,Other-Coupon-Coupon
345526,Courses-Homepage-Checkout-Homepage-Homepage-Resources center-Coupon-Other-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Instructors-Other-Homepage-Checkout-Pricing-Checkout
345571,Other-Coupon-Coupon-Courses-Checkout-Other-Coupon-Other-Coupon-Coupon-Coupon-Checkout
346517,Other-Homepage-Homepage-Homepage-Courses-Homepage-Career tracks-Pricing-Career track certificate-Homepage-Pricing-Courses-Career track certificate-Courses-Pricing-Checkout-Homepage-Checkout
346769,Homepage-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Other-Other-Homepage-Checkout
347303,Other-Checkout
347748,Pricing-Homepage-Homepage-Homepage-Courses-Homepage-Homepage-Homepage-Career track certificate-Homepage-Homepage-Career track certificate-Pricing-Resources center-Other-Pricing-Pricing-Checkout-Pricing-Checkout-Homepage-Homepage-Homepage-Career tracks-Upcoming courses-Other-Upcoming courses-Career tracks-Courses-Homepage-Pricing-Homepage-Homepage-Pricing-Resources center-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Pricing-Homepage-Career tracks-Homepage-Career tracks-Homepage-Pricing-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Pricing-Success stories-Blog-Homepage-Homepage-Instructors-Homepage-Instructors-Homepage-Other-Homepage-Checkout-Homepage-Success stories-Other-Homepage-Resources center-Courses-Resources center-Courses-Career tracks-Courses-Homepage-Homepage-Homepage-Checkout
349826,Other-Other-Checkout-Checkout-Checkout-Resources center-Other-Resources center-Other-Homepage-Pricing-Resources center-Other-Checkout-Homepage-Career tracks-Courses-Career tracks-Other-Checkout
350751,Homepage-Pricing-Other-Homepage-Courses-Checkout-Checkout
351669,Homepage-Homepage-Checkout-Checkout
351796,Homepage-Pricing-Other-Homepage-Pricing-Homepage-Homepage-Homepage-Other-Other-Other-Homepage-Checkout-Homepage-Homepage-Other
352062,Other-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Pricing-Career tracks-Courses-Career tracks-Other-Checkout-Coupon
352098,Other-Other-Career tracks-Homepage-Checkout-Checkout
352376,Other-Resources center-Other-Homepage-Homepage-Homepage-Coupon-Coupon-Checkout
353236,Other-Homepage-Homepage-Homepage-Checkout
353669,Other-Checkout
353878,Homepage-Pricing-Courses-Career tracks-Upcoming courses-Courses-Courses-Homepage-Other-Homepage-Resources center-Other-Homepage-Courses-Checkout
354201,Other-Homepage-Checkout-Checkout
354683,Other-Homepage-Coupon
355056,Other-Other-Homepage-Homepage-Pricing-Career track certificate-Homepage-Pricing-Resources center-Courses-Pricing-Homepage-Career tracks-Resources center-Other-Homepage-Pricing-Coupon
356489,Homepage-Courses-Career tracks-Courses-Other-Other-Checkout-Courses-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
357645,Other-Other-Homepage-Homepage-Checkout
358019,Other-Checkout-Checkout
360808,Other-Homepage-Homepage-Resources center-Homepage-Resources center-Pricing-Homepage-Pricing-Checkout
361114,Homepage-Homepage-Homepage-Homepage-Coupon-Coupon
361752,Homepage-Career tracks-Career track certificate-Pricing-Career tracks-Career track certificate-Career tracks-Courses-Homepage-Career track certificate-Pricing-Pricing-Courses-Coupon
362355,Other-Checkout
364433,Other-Other-Other-Other-Other-Checkout-Checkout-Checkout-Checkout
364769,Pricing-Other-Checkout-Pricing-Checkout-Checkout-Pricing-Homepage-Homepage-Homepage-Homepage-Homepage-Coupon-Checkout-Checkout-Homepage-Checkout
365370,Career tracks-Other-Other-Coupon-Coupon
366045,Other-Homepage-Checkout-Checkout
366537,Other-Other-Other-Checkout-Homepage-Checkout
367401,Other-Resources center-Other-Homepage-Courses-Career tracks-Homepage-Pricing-Checkout-Coupon-Homepage-Checkout
367711,Other-Homepage-Checkout-Checkout-Pricing-Checkout-Resources center-Resources center-Other-Pricing-Checkout-Checkout-Pricing-Courses-Career tracks-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Coupon
367955,Other-Homepage-Courses-Career tracks-Upcoming courses-Upcoming courses-Career tracks-Homepage-Checkout
369712,Other-Homepage-Pricing-Checkout-Checkout
369845,Checkout-Other-Career tracks-Other-Homepage-Homepage-Checkout
370071,Other-Coupon-Checkout-Checkout-Coupon-Checkout-Checkout-Checkout
371060,Other-Homepage-Other-Homepage-Courses-Homepage-Homepage-Homepage-Homepage-Coupon
371087,Other-Homepage-Coupon-Checkout
371779,Other-Homepage-Pricing-Homepage-Pricing-Resources center-Coupon
376948,Other-Other-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
378467,Other-Coupon
379140,Other-Homepage-Pricing-Career track certificate-Career track certificate-Coupon
380790,Checkout-Homepage-Checkout-Checkout-Other-Coupon-Coupon-Coupon-Homepage-Checkout-Homepage-Checkout
381670,Other-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Coupon
384062,Other-Coupon-Coupon
387096,Homepage-Pricing-Checkout-Courses-Pricing-Checkout-Homepage-Homepage-Homepage-Homepage-Career tracks-Homepage-Homepage-Homepage-Homepage-Coupon
387813,Homepage-Other-Homepage-Homepage-Coupon
389689,Other-Coupon
391783,Other-Homepage-Homepage-Pricing-Career track certificate-Checkout
392228,Other-Homepage-Career track certificate-Pricing-Upcoming courses-Homepage-Homepage-Course certificate-Checkout
392235,Other-Homepage-Homepage-Coupon-Coupon-Coupon-Homepage-Other-Checkout-Coupon-Coupon
392285,Homepage-Homepage-Pricing-Pricing-Checkout-Checkout
393904,Other-Other-Other-Other-Coupon-Homepage-Pricing-Career tracks-Coupon-Coupon-Coupon
394304,Homepage-Other-Homepage-Homepage-Pricing-Checkout-Checkout
394696,Other-Homepage-Homepage-Checkout
395521,Homepage-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Career tracks-Other-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Checkout-Pricing-Coupon-Homepage-Checkout-Checkout
396099,Homepage-Career tracks-Other-Homepage-Other-Career tracks-Homepage-Checkout
396791,Other-Checkout
397234,
397395,Homepage-Homepage-Homepage-Pricing-Coupon-Homepage-Career tracks-Career tracks-Pricing-Checkout-Pricing-Checkout
398805,Homepage-Homepage-Homepage-Checkout
399029,Other-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Course certificate-Other-Homepage-Pricing-Pricing-Pricing
401176,Homepage-Courses-Coupon-Coupon-Coupon-Other-Checkout-Checkout-Homepage-Checkout-Other-Courses-Homepage-Checkout-Other-Other-Homepage-Pricing-Checkout-Checkout-Checkout
402831,Homepage-Other-Homepage-Checkout
403662,Other-Checkout-Homepage-Checkout-Checkout
404128,Other-Other-Other-Homepage-Other-Other-Pricing-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Success stories-Homepage-Homepage-Courses-Courses-Pricing-Homepage-Homepage-Pricing-Checkout-Checkout-Checkout-Pricing-Checkout-Pricing-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout
406828,Other-Homepage-Career tracks-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
408209,Other-Other-Checkout-Checkout
409365,Other-Homepage-Checkout
409856,Homepage-Pricing-Checkout-Homepage-Coupon-Homepage-Pricing-Checkout-Pricing-Resources center-Pricing-Checkout-Pricing-Checkout-Other-Checkout-Checkout-Homepage-Courses-Resources center-Courses-Homepage-Checkout-Other-Other-Checkout-Checkout-Checkout-Checkout-Checkout
409908,Other-Homepage-Pricing-Courses-Career tracks-Career tracks-Checkout-Checkout-Checkout-Checkout-Instructors-About us-Other
409923,Other-Homepage-Courses-Pricing-Checkout-Courses-Course certificate-Courses-Course certificate-Career tracks-Career tracks-Course certificate-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Courses-Homepage-Other-Checkout
411342,Other-Homepage-Homepage-Homepage-Homepage-Checkout
411785,Pricing-Pricing-Courses-Career tracks-Career track certificate-Career tracks-Homepage-Pricing-Homepage-Pricing-Coupon-Checkout
412496,Other-Instructors-Pricing-Homepage-Other-Coupon
412594,Other-Checkout-Homepage-Checkout
413004,Other-Other-Homepage-Checkout
413388,Other-Other-Checkout
413389,Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other
413937,Homepage-Coupon
415429,Checkout-Other-Checkout
416030,Other-Checkout-Checkout
416191,Other-Other-Other-Pricing-Checkout-Coupon
416252,Other-Career track certificate-Course certificate-Other-Homepage-Homepage-Checkout
417291,Career track certificate-Homepage-Homepage-Other-Homepage-Homepage-Other-Homepage-Homepage-Homepage-Homepage-Checkout-Checkout-Coupon-Checkout-Coupon-Checkout
419662,Other-Resources center-Other-Resources center-Other-Other-Resources center-Courses-Other-Resources center-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Resources center-Homepage-Resources center-Other-Checkout-Other-Other-Checkout
422145,Homepage-Homepage-Homepage-Course certificate-Coupon
422502,Other-Homepage-Courses-Homepage-Career tracks-Courses-Courses-Courses-Courses-Courses-Coupon
424430,Checkout
424647,Other-Homepage-Homepage-Career tracks-Checkout-Coupon-Coupon-Coupon-Coupon-Coupon
425604,Other-Homepage-Homepage-Other-Career tracks-Other-Other-Other-Other-Other-Other-Homepage-Coupon-Coupon
426125,Checkout-Homepage-Coupon-Homepage-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
426242,Homepage-Career tracks-Courses-Coupon-Checkout
426843,Homepage-Courses-Upcoming courses-Pricing-Resources center-Other-Homepage-Homepage-Homepage-Checkout-Checkout
427084,Other-Homepage-Homepage-Pricing-Coupon
430496,Homepage-Career track certificate-Other-Homepage-Courses-Homepage-Checkout-Checkout-Checkout
431537,Other-Homepage-Other-Homepage-Courses-Pricing-Courses-Homepage-Other-Homepage-Pricing-Other-Checkout
431959,Other-Checkout
432001,Other-Checkout-Homepage-Coupon-Checkout
432224,Other-Coupon
433243,Homepage-Course certificate-Homepage-Courses-Homepage-Courses-Courses-Other-Homepage-Courses-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Coupon-Coupon-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
434169,Other-Checkout-Checkout
434675,Other-Career tracks-Courses-Career tracks-Courses-Homepage-Coupon
434958,Other-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
435391,Homepage-Pricing-Homepage-Homepage-Homepage-Homepage-Checkout-Checkout-Checkout-Checkout
436554,Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Resources center-Career track certificate-Homepage-Courses-Homepage-Homepage-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Courses-Other-Checkout
437668,Other-Coupon-Homepage-Courses-Homepage-Coupon
437976,Other-Checkout-Checkout-Checkout
438159,Homepage-Other-Checkout-Checkout-Checkout-Checkout-Other-Other-Homepage-Homepage-Checkout-Checkout-Checkout-Checkout
439941,Career track certificate-Coupon
441122,Career track certificate-Pricing-Homepage-Checkout
444315,Other-Coupon
444322,Homepage-Homepage-Homepage-Homepage-Checkout-Homepage-Homepage-Pricing-Checkout-Pricing-Homepage-Homepage-Checkout-Homepage-Checkout-Homepage-Checkout-Homepage-Homepage-Checkout
445812,Other-Other-Other-Homepage-Homepage-Homepage-Homepage-Checkout
446564,Other-Other-Homepage-Checkout-Homepage-Course certificate-Checkout
448260,Other-Homepage-Homepage-Homepage-Checkout
448561,Other-Other-Other
448776,Checkout-Course certificate-Checkout-Checkout-Checkout-Checkout-Courses-Courses-Courses-Resources center-Other-Courses-Pricing-Checkout-Homepage-Checkout-Checkout
451138,Homepage-Homepage-Other-Checkout
451530,Other-Coupon
451998,Other-Homepage-Checkout-Checkout
452301,Checkout-Homepage-Homepage-Pricing-Checkout-Homepage-Courses-Checkout
452465,Homepage-Career tracks-Homepage-Homepage-Homepage-Checkout-Checkout
452803,Coupon-Coupon
453232,Homepage-Homepage-Checkout
453489,Coupon-Checkout-Coupon
453696,Career track certificate-Career tracks-Courses-Career tracks-Career tracks-Courses-Homepage-Career track certificate-Career tracks-Courses-Pricing-Checkout-Homepage-Pricing-Career tracks-Homepage-Homepage-Courses-Homepage-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Checkout
454131,Homepage-Pricing-Checkout-Homepage-Homepage-Checkout-Homepage-Homepage-Checkout
454272,Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Homepage-Homepage-Pricing-Other-Homepage-Other-Other-Coupon
454460,Coupon-Coupon-Coupon-Coupon-Checkout-Checkout-Checkout-Checkout-Coupon-Coupon-Coupon-Coupon
454551,Other-Homepage-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Checkout-Homepage-Coupon-Coupon-Checkout-Coupon-Coupon-Coupon-Checkout-Checkout-Checkout-Coupon-Checkout-Checkout-Coupon
454643,Coupon-Courses-Homepage-Courses-Courses-Pricing-Courses-Pricing-Courses-Upcoming courses-Courses-Homepage-Resources center-Upcoming courses-Courses-Upcoming courses-Courses-Homepage-Courses-Checkout-Checkout-Checkout-Courses-Checkout-Checkout-Checkout-Homepage-Checkout-Homepage-Courses-Checkout-Checkout-Courses-Other-Homepage-Other-Checkout-Homepage-Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Resources center-Courses-Career track certificate-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Course certificate-Pricing-Courses-Pricing-Courses-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Courses-Career tracks-Courses-Upcoming courses-Courses-Career tracks-Courses-Checkout-Homepage-Courses-Other-Courses-Checkout-Courses-Homepage-Courses-Career tracks-Homepage-Career tracks-Courses-Career tracks-Checkout-Career tracks-Checkout-Career tracks-Checkout-Career tracks-Checkout-Checkout-Other-Career tracks-Checkout-Other-Courses-Courses-Coupon-Homepage-Checkout-Courses-Pricing-Checkout-Checkout-Homepage-Checkout
454666,Checkout-Coupon-Coupon-Coupon
454953,Other-Other-Other-Other-Other-Checkout-Checkout
455041,Checkout
455122,Career tracks-Courses-Courses-Homepage-Homepage-Homepage-Checkout
455204,Courses-Homepage-Courses-Homepage-Courses-Courses-Checkout-Checkout
455234,Homepage-Courses-Coupon
455343,Checkout-Homepage-Career track certificate-Career tracks-Coupon
455568,Homepage-Homepage-Homepage-Pricing-Courses-Homepage-Homepage-Pricing-Checkout-Homepage-Checkout
456100,Homepage-Upcoming courses-Courses-Career track certificate-Coupon-Homepage-Other
456261,Homepage-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Checkout-Checkout-Checkout
456271,Other-Other-Other-Other
456277,Other-Homepage-Homepage-Coupon-Homepage-Checkout-Checkout
456808,Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
456907,Other-Checkout
456953,Resources center-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Resources center-Other-Checkout-Checkout
456993,Homepage-Homepage-Homepage-Pricing-Checkout-Coupon
457261,Homepage-Checkout-Checkout-Checkout-Checkout
457417,Checkout-Checkout
457609,Homepage-Career track certificate-Courses-Course certificate-Career tracks-Homepage-Checkout
458068,Checkout-Checkout-Checkout-Homepage-Homepage-Checkout-Checkout-Checkout
458392,Resources center-Checkout
458421,Homepage-Pricing-Homepage-Homepage-Checkout
458604,Homepage-Checkout
458926,Homepage-Homepage-Coupon
459141,Homepage-Career tracks-Homepage-Checkout-Courses-Career tracks-Checkout-Checkout
459147,Other-Homepage-Career tracks-Checkout
459170,Other-Courses-Courses-Courses-Courses-Pricing-Homepage-Homepage-Homepage-Other-Other-Checkout-Checkout-Checkout-Checkout
459364,Pricing-Checkout-Homepage-Resources center-Homepage-Pricing-Homepage-Courses-Checkout
459409,Other-Career tracks-Coupon
459494,Other-Homepage-Homepage-Homepage-Homepage-Homepage-Checkout
459526,Homepage-Career track certificate-Homepage-Pricing-Coupon-Coupon
459560,Homepage-Career tracks-Pricing-Courses-Homepage-Homepage-Checkout-Checkout
459756,Homepage-Courses-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
459946,Homepage-Pricing-Courses-Career tracks-Courses-Homepage-Pricing-Homepage-Homepage-Homepage-Courses-Pricing-Resources center-Courses-Homepage-Homepage-Courses-Courses-Upcoming courses-Courses-Pricing-Courses-Courses-Checkout
460104,Homepage-Homepage-Checkout
460122,Homepage-Homepage-Homepage-Homepage-Pricing-Homepage-Homepage-Homepage-Homepage-Homepage-Coupon
460469,Homepage-Courses-Courses-Courses-Coupon-Homepage-Courses
460480,Other-Coupon-Coupon-Homepage-Checkout
460665,Homepage-Pricing-Coupon-Coupon-Instructors-Checkout
460879,Homepage-Course certificate-Upcoming courses-Upcoming courses-Resources center-Other-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
460950,Homepage-Courses-Career tracks-Career tracks-Pricing-Career track certificate-Courses-Homepage-Checkout-Checkout
461029,Homepage-Courses-Courses-Pricing-Homepage-Career track certificate-Pricing-Career track certificate-Checkout-Checkout
461046,Courses-Homepage-Other-Career track certificate-Homepage-Pricing-Checkout-Coupon-Coupon-Homepage-Coupon
461150,Courses-Checkout-Checkout-Homepage-Resources center-Pricing-Resources center-Other-Homepage-Homepage-Career track certificate-Pricing-Resources center-Course certificate-Career track certificate-Career tracks-Coupon-Career tracks-Homepage-Course certificate-Homepage-Courses-Coupon
461171,Other-Courses-Career tracks-Career tracks-Career tracks-Courses-Homepage-Checkout
461311,Homepage-Career tracks-Course certificate-Courses-Pricing-Homepage-Career tracks-Homepage-Career tracks-Courses-Courses-Coupon
461458,Pricing-Pricing-Pricing
461513,Homepage-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Homepage-Homepage-Homepage-Pricing-Checkout-Checkout-Other-Checkout
461729,Pricing-Homepage-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Pricing-Other-Pricing-Checkout-Checkout
461745,Other
461840,Homepage
461865,Homepage-Pricing-Homepage-Courses-Pricing-Homepage-Courses-Pricing-Courses-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
461948,Career tracks-Other-Checkout
461953,Homepage-Courses-Courses-Career tracks-Homepage-Pricing-Coupon-Coupon
461955,Homepage-Courses-Pricing-Checkout
461995,Homepage-Coupon-Coupon
462048,Homepage-Pricing-Career track certificate-Career track certificate-Course certificate-Course certificate-Courses-Career tracks-Course certificate-Checkout-Checkout
462077,Homepage-Coupon
462149,Homepage-Course certificate-Homepage-Career tracks-Homepage-Career tracks-Homepage-Homepage-Checkout
462159,Other-Coupon-Homepage
462167,Homepage-Pricing-Career tracks-Homepage-Career tracks-Courses-Career tracks-Homepage-Homepage-Career track certificate-Homepage-Homepage-Career track certificate-Checkout
462188,
462221,Career tracks-Courses-Courses-Checkout-Checkout-Checkout-Checkout-Homepage-Checkout
462281,Other-Checkout-Other-Checkout-Homepage-Checkout-Checkout-Checkout-Checkout-Checkout
462370,Other-Homepage-Checkout
462426,Coupon
462441,Coupon
462449,Homepage-Courses-Pricing-Homepage-Pricing-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Coupon
462467,Resources center-Other-Homepage-Resources center-Other-Coupon
462471,Coupon-Coupon-Coupon-Coupon-Homepage-Coupon
462473,Coupon
462474,Other-Course certificate-Pricing-Career track certificate-Other-Other-Courses-Career track certificate-Pricing-Career track certificate-Pricing-Career track certificate-Other-Pricing-Checkout-Pricing-Career track certificate-Pricing-Career track certificate-Homepage-Course certificate-Career track certificate-Course certificate-Career track certificate-Homepage-Pricing-Course certificate-Homepage-Homepage-Checkout
462484,Coupon
462488,Other-Checkout
462489,Homepage-Pricing-Upcoming courses-Career tracks-Career tracks-Career track certificate-Resources center-Pricing-Courses-Courses-Homepage-Pricing-Resources center-Career track certificate-Courses-Coupon-Coupon
462514,Pricing-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Pricing-Checkout-Homepage-Courses-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Courses-Resources center-Course certificate-Courses-Resources center-Pricing-Courses-Homepage-Career tracks-Courses-Homepage-Career tracks-Career tracks-Other-Checkout-Other-Checkout
462541,Homepage-Career tracks-Course certificate-Courses-Course certificate-Resources center-Homepage-Homepage-Checkout
462585,Homepage-Coupon-Coupon
462624,Other-Coupon-Courses-Checkout-Checkout
462643,Homepage-Course certificate-Courses-Courses-Homepage-Pricing-Checkout-Coupon-Coupon-Courses-Coupon
